objekt_id,kategorie,objekt_strasse,objekt_ort,plz,zimmer,nutzflaeche,nettomiete,nebenkosten,bruttomiete
6105004,Wohnung,Talbodenstrasse 85,Schliern b. Köniz,3098,3.5,86,1650,300,1950
6125478,Wohnung,Schaufelweg 95,Schliern b. Köniz,3098,3.5,82,1480,250,1730
6126790,Wohnung,Plattenweg 32,Schliern b. Köniz,3098,3.5,100,1500,290,1790
6164679,Wohnung,Bernstrasse 47,Kehrsatz,3122,3.5,NULL,1090,290,1380
6182413,Wohnung,Hängelenstrasse 7,Kehrsatz,3122,5.5,129,1450,490,1940
6182426,Wohnung,Hängelenstrasse 7,Kehrsatz,3122,5.5,129,1450,490,1940
6185202,Wohnung,Meriedweg 41,Niederwangen b. Bern,3172,3.5,NULL,1480,260,1740
6193322,Wohnung,Bernstrasse 29,Kehrsatz,3122,4.5,NULL,1400,250,1650
6195361,Wohnung,NULL,Kehrsatz,3122,1,36,1625,NULL,1625
6201645,Wohnung,Landorfstrasse 7,Köniz,3098,3,86,1800,230,2030
6202518,Wohnung,Schwandenhubelstrasse 43,Schliern b. Köniz,3098,3,58,1260,230,1490
6224122,Wohnung,Talbodenstrasse 66,Köniz,3098,4.5,114,2270,340,2610
6234827,Wohnung,Forsthausweg 9,Kehrsatz,3122,3.5,70,1275,200,1475
6257058,Wohnung,Fuhrenstr. 54,Schliern b. Köniz,3098,2,52,1250,190,1440
6258479,Wohnung,Schwarzenburgstrasse 342,Köniz,3098,3.5,NULL,1280,210,1490
6264501,Wohnung,Muhlernstrasse 141,Schliern b. Köniz,3098,4.5,104,1408,250,1658
6277042,Wohnung,Wangentalstrasse 194,Oberwangen b. Bern,3173,4.5,102,1770,380,2150
6280153,Wohnung,Gurtenstrasse 15,Kehrsatz,3122,4.5,NULL,1490,290,1780
6291801,Wohnung,Bernstrasse 47,Kehrsatz,3122,3.5,NULL,1250,200,1450
6299536,Wohnung,Büschiackerstrasse 12,Schliern b. Köniz,3098,3,73,1340,150,1490
6299538,Wohnung,Büschiackerstrasse 20,Schliern b. Köniz,3098,3.5,85,1525,170,1695
6299940,Wohnung,Hagwiesenstrasse 43,Kehrsatz,3122,2,48,680,250,930
6303750,Wohnung,Köniztalstrasse 8,Köniz,3098,2.5,55,1180,210,1390
6304148,Wohnung,Landorfstrasse 46,Köniz,3098,3,66,1420,170,1590
6307737,Wohnung,Plattenweg 40,Schliern b. Köniz,3098,3.5,75,1480,260,1740
6309755,Wohnung,Gurtenstrasse 7,Kehrsatz,3122,4.5,95,1280,250,1530
6328229,Wohnung,Talbodenstrasse,Schliern b. Köniz,3098,3.5,89,2065,300,2365
6328236,Wohnung,Sandbühlstrasse,Kehrsatz,3122,3.5,82,1450,220,1670
6328240,Wohnung,Schaufelweg,Schliern b. Köniz,3098,3.5,87,1415,280,1695
6328244,Wohnung,Bantigerweg,Kehrsatz,3122,4.5,112,1890,300,2190
6328252,Wohnung,Sollrütistrasse 28,Schliern b. Köniz,3098,3.5,84,1340,260,1600
6330251,Wohnung,Haldenweg 29,Muri b. Bern,3074,2,112,2000,300,2300
6330595,Wohnung,Sandbühlstrasse 13A,Kehrsatz,3122,4.5,95,1730,320,2050
6333765,Wohnung,Zimmerwaldstrasse 56,Kehrsatz,3122,4,120,2500,350,2850
6335722,Wohnung,Belpstrasse 8,Kehrsatz,3122,3.5,NULL,1190,200,1390
6335727,Wohnung,Bantigerweg 7,Kehrsatz,3122,4.5,NULL,1450,330,1780
6335740,Wohnung,Spiegelstrasse 14,Spiegel b. Bern,3095,4.5,NULL,1965,250,2215
6337298,Wohnung,Köniztalstrasse 8,Köniz,3098,4.5,81,1450,245,1695
6339443,Wohnung,Spühlihalde 5,Schliern b. Köniz,3098,4.5,104,1750,270,2020
6339461,Wohnung,Spühlihalde 5,Schliern b. Köniz,3098,4.5,107,1760,300,2060
6339464,Wohnung,Spühlihalde 7,Schliern b. Köniz,3098,3.5,88,1450,250,1700
6339469,Wohnung,Spühlihalde 3,Schliern b. Köniz,3098,4.5,144,2020,330,2350
6339479,Wohnung,Spühlihalde 3,Schliern b. Köniz,3098,4.5,105,1750,240,1990
6339485,Wohnung,Spühlihalde 7,Schliern b. Köniz,3098,4.5,106,1760,330,2090
6341723,Wohnung,NULL,Oberwangen b. Bern,3173,1.5,43,NULL,NULL,1050
6342495,Wohnung,Hagwiesenstrasse 47,Kehrsatz,3122,4.5,85,1145,350,1495
6342581,Wohnung,Köniztalstrasse 8,Köniz,3098,1,22,650,110,760
6352168,Wohnung,Talbodenstrasse,Schliern b. Köniz,3098,3.5,86,1625,310,1935
6352169,Wohnung,Sollrütistrasse 28,Schliern b. Köniz,3098,4.5,116,1745,290,2035
6352190,Wohnung,Sollrütistrasse 18,Schliern b. Köniz,3098,4.5,150,1950,360,2310
6352696,Wohnung,Dörfliweg 3,Schliern b. Köniz,3098,1.5,35,810,160,970
6355448,Wohnung,Forsthausweg 15,Kehrsatz,3122,2,43,900,150,1050
6357422,Wohnung,Gaselstrasse 23,Schliern b. Köniz,3098,5.5,111,1910,360,2270
6361862,Wohnung,Dorfbachstrasse 56,Köniz,3098,4.5,NULL,1330,280,1610
6362026,Wohnung,Bernstrasse 51,Kehrsatz,3122,4,NULL,1250,250,1500
6365083,Wohnung,Nesslerenweg 108,Wabern,3084,4.5,157,3575,420,3995
6365084,Wohnung,Nesslerenweg 76,Wabern,3084,3.5,76,1710,220,1930
3829729,Wohnung,,Bern,3012,3.5,130,2550,450,3000
4162524,Wohnung,Berchtoldstrasse 58,Bern,3012,4,105,3084,200,3284
4563138,Wohnung,Schwarzenburgstrasse 603,Gasel,3144,3.5,77,1250,180,1430
5376626,Wohnung,Länggassstrasse 75,Bern,3012,1,NULL,380,185,565
5398058,Wohnung,Schwarzenburgstrasse 605,Gasel,3144,3.5,70,1290,180,1470
5708386,Wohnung,Engehaldenstrasse 53,Bern,3012,NULL,NULL,2500,390,2890
5777161,Wohnung,Bernstrasse 130,Ostermundigen,3072,1,NULL,870,120,990
5787201,Wohnung,Seidenweg 70,Bern,3012,2.5,50,1315,185,1500
5833112,Wohnung,Obere Zollgasse 17a,Ostermundigen,3072,6,180,3100,500,3600
5879097,Wohnung,Nordweg 10,Bern,3013,3.5,85,2420,280,2700
5902951,Wohnung,Greyerzstrasse 19,Bern,3013,3.5,81,2240,250,2490
5960768,Wohnung,Rütiweg 102,Ostermundigen,3072,3.5,NULL,1230,250,1480
6017988,Wohnung,Talstrasse 38,Thörishaus,3174,3.5,75,1170,240,1410
6099339,Wohnung,Waldeckstrasse 28,Ostermundigen,3072,3.5,NULL,1280,170,1450
6105676,Wohnung,Ahornstrasse 11,Ostermundigen,3072,2.5,48,1240,150,1390
6112078,Wohnung,Flurweg 38,Ostermundigen,3072,3,55,1170,180,1350
6127377,Wohnung,Obere Zollgasse 7,Ostermundigen,3072,3,60,1170,220,1390
6139596,Wohnung,Murtenstrasse 114,Frauenkappelen,3202,4.5,140,2150,200,2350
6141133,Wohnung,Mitteldorfstrasse 44,Ostermundigen,3072,3,NULL,1220,170,1390
6155652,Wohnung,Lorrainestrasse 52,Bern,3013,1,30,NULL,NULL,1950
6170492,Wohnung,Schwarzenburgstrasse 601,Gasel,3144,4.5,89,1413,200,1613
6178577,Wohnung,Rütiweg 124,Ostermundigen,3072,4,66,1090,270,1360
6182415,Wohnung,Hängelenstrasse 3,Kehrsatz,3122,5.5,129,1450,490,1940
6182496,Wohnung,Hängelenstrasse 1,Kehrsatz,3122,5.5,129,1450,490,1940
6182534,Wohnung,Hängelenstrasse 1,Kehrsatz,3122,5.5,129,1450,490,1940
6186699,Wohnung,Köhlerstrasse 15,Thörishaus,3174,4.5,85,1370,220,1590
6189014,Wohnung,Ahornstrasse 11,Ostermundigen,3072,2,40,1050,150,1200
6192223,Wohnung,Obere Zollgasse 7,Ostermundigen,3072,3,60,1160,240,1400
6194115,Wohnung,Zentweg 21,Bern,3006,4.5,307,4685,539,5224
6196290,Wohnung,Kilchgrundstrasse 23,Ostermundigen,3072,4,83,1300,250,1550
6213567,Wohnung,Eichweg 27a,Ostermundigen,3072,2.5,60,1250,250,1500
6215678,Wohnung,Centralweg 16,Bern,3013,3.5,110,1800,270,2070
6223535,Wohnung,Köhlerstrasse 23,Thörishaus,3174,4.5,NULL,1570,210,1780
6243811,Wohnung,Köhlerstrasse 21,Thörishaus,3174,3.5,75,1040,260,1300
6254922,Wohnung,Bernstrasse 96A,Ostermundigen,3072,2.5,NULL,NULL,NULL,1750
6268718,Wohnung,Blankweg 30,Ostermundigen,3072,2.5,NULL,1190,180,1370
6289298,Wohnung,Vordere Länggasse,Bern,3012,4,NULL,2900,360,NULL
6290399,Wohnung,Unt. Chaletweg 25,Ostermundigen,3072,3,NULL,1285,210,1495
6292282,Wohnung,Köhlerstrasse 8,Thörishaus,3174,3,NULL,1077,270,1347
6292321,Wohnung,Schwarzenburgstrasse 573,Gasel,3144,5.5,125,1440,300,1740
6293556,Wohnung,Wichelackerstrasse 33,Gasel,3144,3.5,79,1220,260,1480
6294758,Wohnung,Funkerstrasse 25,Bern,3013,2.5,80,1790,200,1990
6295902,Wohnung,"Wohnen mit Service und Dienstleistungen, Grubenstrasse                      14",Ostermundigen,3072,4.5,109,2140,270,2410
6296112,Wohnung,NULL,Bern,3012,3,85,3000,NULL,3000
6296128,Wohnung,"Wohnen mit Service und Dienstleistungen, Grubenstrasse 14",Ostermundigen,3072,3.5,79,1690,200,1890
6298892,Wohnung,Funkerstrasse 25,Bern,3013,2.5,80,NULL,NULL,1990
6299335,Wohnung,Freiburgstrasse 923,Thörishaus,3174,3.5,NULL,1100,330,1430
6305197,Wohnung,"Wohnen mit Service und Dienstleistungen, Grubenstrasse 14",Ostermundigen,3072,2.5,70,1590,180,1770
6305360,Wohnung,"Wohnen mit Service und Dienstleistungen, Grubenstrasse 14",Ostermundigen,3072,2.5,63,1550,160,1710
6305813,Wohnung,"Wohnen mit Service und Dienstleistungen, Grubenstrasse 14",Ostermundigen,3072,3.5,109,2450,270,2720
6305815,Wohnung,"Wohnen mit Service und Dienstleistungen, Grubenstrasse 14",Ostermundigen,3072,1.5,33,860,80,940
6305897,Wohnung,Kilchgrundstrasse 23,Ostermundigen,3072,3,70,1200,250,1450
6308778,Wohnung,Obere Zollgasse 18,Ostermundigen,3072,3,NULL,1340,250,1590
6312838,Wohnung,Neufeldstrasse 119,Bern,3012,1,21,NULL,NULL,795
6315242,Wohnung,Bernstrasse 25,Ostermundigen,3072,3.5,70,1730,230,1960
6320020,Wohnung,Spitalackerstrasse 51,Bern,3013,4.5,94,2300,265,2565
6326297,Wohnung,NULL,Bern,3013,2.5,100,1813,NULL,1813
6327743,Wohnung,Neuhusweg 24,Thörishaus,3174,3.5,75,1600,130,1730
6329352,Wohnung,Rütiweg 128,Ostermundigen,3072,3,55,1120,220,1340
6330090,Wohnung,Schönburgstrasse 56,Bern,3013,3,NULL,1680,210,1890
6330594,Wohnung,Sensemattstrasse 21,Thörishaus,3174,2.5,65,1295,180,1475
6331091,Wohnung,Bernstrasse 138,Ostermundigen,3072,3.5,70,1280,250,1530
6332403,Wohnung,Köhlerstrasse 5,Thörishaus,3174,2,54,950,200,1150
6333432,Wohnung,Bolligenstrasse 48 A,Bern,3006,2,61,1200,220,1420
6334093,Wohnung,Bernstrasse 138,Ostermundigen,3072,2.5,55,1120,220,1340
6334297,Wohnung,Bernstrasse 25,Ostermundigen,3072,4.5,108,2420,350,2770
6335614,Wohnung,Sensemattstrasse 27,Thörishaus,3174,2.5,63,1285,205,1490
2047645,Wohnung,Thunstrasse 94,Bern,3006,3.5,75,1450,210,1660
2351482,Wohnung,Eigerstrasse 76,Bern,3007,3.5,115,2280,260,2540
2524116,Wohnung,Oberbottigenweg 43,Bern,3019,3.5,87,1200,200,1400
3404053,Wohnung,Bahnhöheweg 26,Bern,3018,3,75,1250,250,1500
3840839,Wohnung,Pestalozzistrasse 34,Bern,3007,2.5,55,1300,200,1500
4638404,Wohnung,Mülinenstrasse 3,Bern,3006,3.5,72,1320,260,1580
